nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
Michael Jordan	,Escolta	,15			,32292			,30.1							,6672				,6.2								,5633					,5.3									,2514			,893				,49.7							,83.5						,32.7
