nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
Chris Mullin	,Alero	,16			,17911			,18.2							,4267				,4.1								,3450					,3.5									,1532			,349				,50.9							,86.4						,38.4
