nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
Magic Johnson	,Base	,13			,17707			,19.5							,6559				,7.2								,10141					,11.2									,1724			,374				,52							,84.8						,30.3
