nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
Larry Bird	,Ala-Pivot	,13			,21791			,24.3							,8974				,10								,5695					,6.3									,1556			,755				,49.6							,88.6						,37.6
