nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
Karl Malone	,Ala-Pivot	,19			,36928			,25							,14968				,10.1								,5248					,3.6									,2085			,1145				,51.6							,74.2						,27.4
