nombre			,posición	,temporadas	,puntos totales	,promedio de puntos por partido	,rebotes totales	,promedio de rebotes por partido	,asistencias totales	,promedio de asistencias por partido	,robos totales	,bloqueos totales	,porcentaje de tiros de campo	,porcentaje de tiros libres	,porcentaje de tiros triples
David Robinson	,Pivot	,14			,20790			,21.1							,10751				,10.6								,2441					,2.5									,1388			,2954				,51.8							,73.6						,25
